id_base_site	id_base_visit	altitude	longitude	latitude	cd_nom	base_site_name	species	visit_date	visit_year	visit_month	pheno_etape	Percentage	fruits_amount	Region	day_of_year
10001	10001	1040.0	6.61069	45.85218	85904	Bouleau pubescent 1	bouleau	2007-09-24	2007	9	Changement de couleur	10.0		Mont-Blanc Massif	267
10001	10002	1040.0	6.61069	45.85218	85904	Bouleau pubescent 1	bouleau	2007-10-08	2007	10	Changement de couleur	50.0		Mont-Blanc Massif	281
10001	10004	1040.0	6.61069	45.85218	85904	Bouleau pubescent 1	bouleau	2008-09-26	2008	9	Changement de couleur	10.0		Mont-Blanc Massif	270
10001	10005	1040.0	6.61069	45.85218	85904	Bouleau pubescent 1	bouleau	2009-04-23	2009	4	Débourrement	10.0		Mont-Blanc Massif	113
10001	10006	1040.0	6.61069	45.85218	85904	Bouleau pubescent 1	bouleau	2009-04-28	2009	4	Feuillaison	10.0		Mont-Blanc Massif	118
10001	10007	1040.0	6.61069	45.85218	85904	Bouleau pubescent 1	bouleau	2009-05-26	2009	5	Floraison	10.0		Mont-Blanc Massif	146
10001	10008	1040.0	6.61069	45.85218	85904	Bouleau pubescent 1	bouleau	2009-09-25	2009	9	Changement de couleur	10.0		Mont-Blanc Massif	268
10001	10009	1040.0	6.61069	45.85218	85904	Bouleau pubescent 1	bouleau	2009-10-23	2009	10	Changement de couleur	50.0		Mont-Blanc Massif	296
10002	10010	1040.0	6.61069	45.85218	85904	Bouleau pubescent 2	bouleau	2007-09-24	2007	9	Changement de couleur	10.0		Mont-Blanc Massif	267
10002	10011	1040.0	6.61069	45.85218	85904	Bouleau pubescent 2	bouleau	2007-10-08	2007	10	Changement de couleur	50.0		Mont-Blanc Massif	281
10002	10013	1040.0	6.61069	45.85218	85904	Bouleau pubescent 2	bouleau	2008-09-19	2008	9	Changement de couleur	10.0		Mont-Blanc Massif	263
10002	10014	1040.0	6.61069	45.85218	85904	Bouleau pubescent 2	bouleau	2008-09-26	2008	9	Changement de couleur	50.0		Mont-Blanc Massif	270
10002	10015	1040.0	6.61069	45.85218	85904	Bouleau pubescent 2	bouleau	2009-03-13	2009	3	Débourrement	10.0		Mont-Blanc Massif	72
10002	10016	1040.0	6.61069	45.85218	85904	Bouleau pubescent 2	bouleau	2009-04-28	2009	4	Feuillaison	10.0		Mont-Blanc Massif	118
10002	10017	1040.0	6.61069	45.85218	85904	Bouleau pubescent 2	bouleau	2009-05-26	2009	5	Floraison	10.0		Mont-Blanc Massif	146
10002	10018	1040.0	6.61069	45.85218	85904	Bouleau pubescent 2	bouleau	2009-09-25	2009	9	Changement de couleur	10.0		Mont-Blanc Massif	268
10002	10019	1040.0	6.61069	45.85218	85904	Bouleau pubescent 2	bouleau	2009-10-23	2009	10	Changement de couleur	50.0		Mont-Blanc Massif	296
10003	10020	1040.0	6.61069	45.85218	85904	Bouleau pubescent 3	bouleau	2007-09-24	2007	9	Changement de couleur	10.0		Mont-Blanc Massif	267
10003	10021	1040.0	6.61069	45.85218	85904	Bouleau pubescent 3	bouleau	2007-10-08	2007	10	Changement de couleur	50.0		Mont-Blanc Massif	281
10003	10023	1040.0	6.61069	45.85218	85904	Bouleau pubescent 3	bouleau	2008-09-19	2008	9	Changement de couleur	10.0		Mont-Blanc Massif	263
10003	10024	1040.0	6.61069	45.85218	85904	Bouleau pubescent 3	bouleau	2008-10-03	2008	10	Changement de couleur	50.0		Mont-Blanc Massif	277
10003	10025	1040.0	6.61069	45.85218	85904	Bouleau pubescent 3	bouleau	2009-03-13	2009	3	Débourrement	10.0		Mont-Blanc Massif	72
10003	10026	1040.0	6.61069	45.85218	85904	Bouleau pubescent 3	bouleau	2009-04-28	2009	4	Feuillaison	10.0		Mont-Blanc Massif	118
10003	10027	1040.0	6.61069	45.85218	85904	Bouleau pubescent 3	bouleau	2009-05-26	2009	5	Floraison	10.0		Mont-Blanc Massif	146
10003	10028	1040.0	6.61069	45.85218	85904	Bouleau pubescent 3	bouleau	2009-09-25	2009	9	Changement de couleur	10.0		Mont-Blanc Massif	268
10003	10029	1040.0	6.61069	45.85218	85904	Bouleau pubescent 3	bouleau	2009-10-23	2009	10	Changement de couleur	50.0		Mont-Blanc Massif	296
10004	10030	1040.0	6.61069	45.85218	124308	Sorbier 1	sorbier	2007-09-24	2007	9	Changement de couleur	10.0		Mont-Blanc Massif	267
10004	10031	1040.0	6.61069	45.85218	124308	Sorbier 1	sorbier	2007-10-08	2007	10	Changement de couleur	50.0		Mont-Blanc Massif	281
10004	10033	1040.0	6.61069	45.85218	124308	Sorbier 1	sorbier	2008-09-26	2008	9	Changement de couleur	10.0		Mont-Blanc Massif	270
10004	10034	1040.0	6.61069	45.85218	124308	Sorbier 1	sorbier	2009-03-03	2009	3	Débourrement	10.0		Mont-Blanc Massif	62
10004	10035	1040.0	6.61069	45.85218	124308	Sorbier 1	sorbier	2009-04-23	2009	4	Feuillaison	10.0		Mont-Blanc Massif	113
10004	10036	1040.0	6.61069	45.85218	124308	Sorbier 1	sorbier	2009-05-26	2009	5	Floraison	10.0		Mont-Blanc Massif	146
10005	10038	1040.0	6.61069	45.85218	124308	Sorbier 2	sorbier	2007-09-24	2007	9	Changement de couleur	50.0		Mont-Blanc Massif	267
10005	10040	1040.0	6.61069	45.85218	124308	Sorbier 2	sorbier	2008-09-12	2008	9	Changement de couleur	10.0		Mont-Blanc Massif	256
10005	10041	1040.0	6.61069	45.85218	124308	Sorbier 2	sorbier	2008-09-19	2008	9	Changement de couleur	50.0		Mont-Blanc Massif	263
10005	10042	1040.0	6.61069	45.85218	124308	Sorbier 2	sorbier	2009-03-03	2009	3	Débourrement	10.0		Mont-Blanc Massif	62
10005	10043	1040.0	6.61069	45.85218	124308	Sorbier 2	sorbier	2009-04-23	2009	4	Feuillaison	10.0		Mont-Blanc Massif	113
10005	10044	1040.0	6.61069	45.85218	124308	Sorbier 2	sorbier	2009-05-26	2009	5	Floraison	10.0		Mont-Blanc Massif	146
10005	10045	1040.0	6.61069	45.85218	124308	Sorbier 2	sorbier	2009-09-25	2009	9	Changement de couleur	10.0		Mont-Blanc Massif	268
10200	11900	883.0	6.718916	45.87808	85903	Bouleau verruqueux 1	bouleau	2005-10-14	2005	10	Changement de couleur	50.0		Mont-Blanc Massif	287
10200	11902	883.0	6.718916	45.87808	85903	Bouleau verruqueux 1	bouleau	2006-04-20	2006	4	Débourrement	10.0		Mont-Blanc Massif	110
10200	11903	883.0	6.718916	45.87808	85903	Bouleau verruqueux 1	bouleau	2006-04-23	2006	4	Floraison	10.0		Mont-Blanc Massif	113
10201	11904	883.0	6.718916	45.87808	85903	Bouleau verruqueux 2	bouleau	2005-10-23	2005	10	Changement de couleur	50.0		Mont-Blanc Massif	296
10201	11906	883.0	6.718916	45.87808	85903	Bouleau verruqueux 2	bouleau	2006-04-21	2006	4	Débourrement	10.0		Mont-Blanc Massif	111
10201	11907	883.0	6.718916	45.87808	85903	Bouleau verruqueux 2	bouleau	2006-04-25	2006	4	Floraison	10.0		Mont-Blanc Massif	115
10202	11908	883.0	6.718916	45.87808	85903	Bouleau verruqueux 3	bouleau	2005-10-16	2005	10	Changement de couleur	50.0		Mont-Blanc Massif	289
10202	11910	883.0	6.718916	45.87808	85903	Bouleau verruqueux 3	bouleau	2006-04-23	2006	4	Débourrement	10.0		Mont-Blanc Massif	113
10202	11911	883.0	6.718916	45.87808	85903	Bouleau verruqueux 3	bouleau	2006-04-27	2006	4	Floraison	10.0		Mont-Blanc Massif	117
10206	11912	883.0	6.718916	45.87808	92606	Noisetier 1	noisetier	2006-03-22	2006	3	Floraison	10.0		Mont-Blanc Massif	81
10206	11913	883.0	6.718916	45.87808	92606	Noisetier 1	noisetier	2006-04-18	2006	4	Débourrement	10.0		Mont-Blanc Massif	108
10207	11914	883.0	6.718916	45.87808	92606	Noisetier 2	noisetier	2006-03-24	2006	3	Floraison	10.0		Mont-Blanc Massif	83
10207	11915	883.0	6.718916	45.87808	92606	Noisetier 2	noisetier	2006-04-15	2006	4	Débourrement	10.0		Mont-Blanc Massif	105
10208	11916	883.0	6.718916	45.87808	92606	Noisetier 3	noisetier	2006-03-22	2006	3	Floraison	10.0		Mont-Blanc Massif	81
10208	11917	883.0	6.718916	45.87808	92606	Noisetier 3	noisetier	2006-04-15	2006	4	Débourrement	10.0		Mont-Blanc Massif	105
10287	12392	775.0	6.64195	45.90503	85903	Bouleau verruqueux 1	bouleau	2004-11-01	2004	11	Changement de couleur	50.0		Mont-Blanc Massif	306
10288	12393	775.0	6.64195	45.90503	85903	Bouleau verruqueux 2	bouleau	2004-11-01	2004	11	Changement de couleur	50.0		Mont-Blanc Massif	306
10289	12394	775.0	6.64195	45.90503	85903	Bouleau verruqueux 3	bouleau	2004-11-10	2004	11	Changement de couleur	50.0		Mont-Blanc Massif	315
10333	12920	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 1	bouleau	2007-04-14	2007	4	Débourrement	10.0		Mont-Blanc Massif	104
10333	12921	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 1	bouleau	2007-04-18	2007	4	Feuillaison	10.0		Mont-Blanc Massif	108
10333	12922	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 1	bouleau	2007-04-24	2007	4	Floraison	10.0		Mont-Blanc Massif	114
10333	12923	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 1	bouleau	2007-09-19	2007	9	Changement de couleur	10.0		Mont-Blanc Massif	262
10333	12924	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 1	bouleau	2007-09-24	2007	9	Changement de couleur	50.0		Mont-Blanc Massif	267
10333	12927	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 1	bouleau	2008-04-14	2008	4	Débourrement	10.0		Mont-Blanc Massif	105
10333	12928	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 1	bouleau	2008-05-04	2008	5	Feuillaison	10.0		Mont-Blanc Massif	125
10333	12929	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 1	bouleau	2008-05-04	2008	5	Floraison	10.0		Mont-Blanc Massif	125
10333	12930	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 1	bouleau	2008-10-06	2008	10	Changement de couleur	10.0		Mont-Blanc Massif	280
10333	12931	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 1	bouleau	2008-10-12	2008	10	Changement de couleur	50.0		Mont-Blanc Massif	286
10334	12934	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 2	bouleau	2007-04-11	2007	4	Débourrement	10.0		Mont-Blanc Massif	101
10334	12935	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 2	bouleau	2007-04-14	2007	4	Feuillaison	10.0		Mont-Blanc Massif	104
10334	12936	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 2	bouleau	2007-09-19	2007	9	Changement de couleur	10.0		Mont-Blanc Massif	262
10334	12937	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 2	bouleau	2007-10-01	2007	10	Changement de couleur	50.0		Mont-Blanc Massif	274
10334	12940	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 2	bouleau	2008-04-14	2008	4	Débourrement	10.0		Mont-Blanc Massif	105
10334	12941	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 2	bouleau	2008-05-04	2008	5	Feuillaison	10.0		Mont-Blanc Massif	125
10334	12942	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 2	bouleau	2008-05-04	2008	5	Floraison	10.0		Mont-Blanc Massif	125
10334	12943	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 2	bouleau	2008-09-29	2008	9	Changement de couleur	10.0		Mont-Blanc Massif	273
10334	12944	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 2	bouleau	2008-10-06	2008	10	Changement de couleur	50.0		Mont-Blanc Massif	280
10335	12947	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 3	bouleau	2007-04-11	2007	4	Débourrement	10.0		Mont-Blanc Massif	101
10335	12948	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 3	bouleau	2007-04-16	2007	4	Feuillaison	10.0		Mont-Blanc Massif	106
10335	12949	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 3	bouleau	2007-09-24	2007	9	Changement de couleur	10.0		Mont-Blanc Massif	267
10335	12950	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 3	bouleau	2007-10-01	2007	10	Changement de couleur	50.0		Mont-Blanc Massif	274
10335	12953	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 3	bouleau	2008-04-21	2008	4	Débourrement	10.0		Mont-Blanc Massif	112
10335	12954	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 3	bouleau	2008-05-04	2008	5	Feuillaison	10.0		Mont-Blanc Massif	125
10335	12955	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 3	bouleau	2008-05-04	2008	5	Floraison	10.0		Mont-Blanc Massif	125
10335	12956	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 3	bouleau	2008-10-06	2008	10	Changement de couleur	10.0		Mont-Blanc Massif	280
10335	12957	1065.0	6.77488	45.89488	85903	Bouleau verruqueux 3	bouleau	2008-10-12	2008	10	Changement de couleur	50.0		Mont-Blanc Massif	286
10336	12960	1065.0	6.77488	45.89488	125391	Lilas 1		2007-04-11	2007	4	Débourrement	10.0		Mont-Blanc Massif	101
10336	12961	1065.0	6.77488	45.89488	125391	Lilas 1		2007-04-23	2007	4	Feuillaison	10.0		Mont-Blanc Massif	113
10336	12962	1065.0	6.77488	45.89488	125391	Lilas 1		2008-04-14	2008	4	Débourrement	10.0		Mont-Blanc Massif	105
10336	12963	1065.0	6.77488	45.89488	125391	Lilas 1		2008-05-12	2008	5	Feuillaison	10.0		Mont-Blanc Massif	133
10336	12964	1065.0	6.77488	45.89488	125391	Lilas 1		2008-05-13	2008	5	Floraison	10.0		Mont-Blanc Massif	134
10337	12965	1065.0	6.77488	45.89488	105042	Mélèze 1	mélèze	2007-04-02	2007	4	Débourrement	10.0		Mont-Blanc Massif	92
10337	12966	1065.0	6.77488	45.89488	105042	Mélèze 1	mélèze	2007-04-02	2007	4	Floraison	10.0		Mont-Blanc Massif	92
10337	12967	1065.0	6.77488	45.89488	105042	Mélèze 1	mélèze	2007-04-14	2007	4	Feuillaison	10.0		Mont-Blanc Massif	104
10337	12968	1065.0	6.77488	45.89488	105042	Mélèze 1	mélèze	2007-10-25	2007	10	Changement de couleur	10.0		Mont-Blanc Massif	298
10337	12969	1065.0	6.77488	45.89488	105042	Mélèze 1	mélèze	2007-10-29	2007	10	Changement de couleur	50.0		Mont-Blanc Massif	302
10337	12972	1065.0	6.77488	45.89488	105042	Mélèze 1	mélèze	2008-04-14	2008	4	Floraison	10.0		Mont-Blanc Massif	105
10337	12973	1065.0	6.77488	45.89488	105042	Mélèze 1	mélèze	2008-04-17	2008	4	Débourrement	10.0		Mont-Blanc Massif	108
10337	12974	1065.0	6.77488	45.89488	105042	Mélèze 1	mélèze	2008-05-04	2008	5	Feuillaison	10.0		Mont-Blanc Massif	125
10337	12975	1065.0	6.77488	45.89488	105042	Mélèze 1	mélèze	2008-10-23	2008	10	Changement de couleur	10.0		Mont-Blanc Massif	297
10337	12976	1065.0	6.77488	45.89488	105042	Mélèze 1	mélèze	2008-11-03	2008	11	Changement de couleur	50.0		Mont-Blanc Massif	308
10338	12977	1065.0	6.77488	45.89488	105042	Mélèze 2	mélèze	2007-04-04	2007	4	Débourrement	10.0		Mont-Blanc Massif	94
10338	12978	1065.0	6.77488	45.89488	105042	Mélèze 2	mélèze	2007-04-04	2007	4	Floraison	10.0		Mont-Blanc Massif	94
10338	12979	1065.0	6.77488	45.89488	105042	Mélèze 2	mélèze	2007-04-18	2007	4	Feuillaison	10.0		Mont-Blanc Massif	108
10338	12980	1065.0	6.77488	45.89488	105042	Mélèze 2	mélèze	2007-10-25	2007	10	Changement de couleur	10.0		Mont-Blanc Massif	298
10338	12981	1065.0	6.77488	45.89488	105042	Mélèze 2	mélèze	2007-10-29	2007	10	Changement de couleur	50.0		Mont-Blanc Massif	302
10338	12984	1065.0	6.77488	45.89488	105042	Mélèze 2	mélèze	2008-04-14	2008	4	Floraison	10.0		Mont-Blanc Massif	105
10338	12985	1065.0	6.77488	45.89488	105042	Mélèze 2	mélèze	2008-04-17	2008	4	Débourrement	10.0		Mont-Blanc Massif	108
10338	12986	1065.0	6.77488	45.89488	105042	Mélèze 2	mélèze	2008-05-04	2008	5	Feuillaison	10.0		Mont-Blanc Massif	125
10338	12987	1065.0	6.77488	45.89488	105042	Mélèze 2	mélèze	2008-10-23	2008	10	Changement de couleur	10.0		Mont-Blanc Massif	297
10338	12988	1065.0	6.77488	45.89488	105042	Mélèze 2	mélèze	2008-11-03	2008	11	Changement de couleur	50.0		Mont-Blanc Massif	308
10531	15362	842.0	6.756886	45.93271	85903	Bouleau verruqueux 1	bouleau	2010-09-04	2010	9	Changement de couleur	10.0		Mont-Blanc Massif	247
10531	15363	842.0	6.756886	45.93271	85903	Bouleau verruqueux 1	bouleau	2010-10-06	2010	10	Changement de couleur	50.0		Mont-Blanc Massif	279
10531	15366	842.0	6.756886	45.93271	85903	Bouleau verruqueux 1	bouleau	2011-04-02	2011	4	Débourrement	10.0		Mont-Blanc Massif	92
10531	15367	842.0	6.756886	45.93271	85903	Bouleau verruqueux 1	bouleau	2011-04-06	2011	4	Floraison	10.0		Mont-Blanc Massif	96
10531	15368	842.0	6.756886	45.93271	85903	Bouleau verruqueux 1	bouleau	2011-04-16	2011	4	Feuillaison	10.0		Mont-Blanc Massif	106
10531	15369	842.0	6.756886	45.93271	85903	Bouleau verruqueux 1	bouleau	2011-10-21	2011	10	Changement de couleur	10.0		Mont-Blanc Massif	294
10531	15370	842.0	6.756886	45.93271	85903	Bouleau verruqueux 1	bouleau	2011-10-29	2011	10	Changement de couleur	50.0		Mont-Blanc Massif	302
10531	15373	842.0	6.756886	45.93271	85903	Bouleau verruqueux 1	bouleau	2012-04-06	2012	4	Floraison	10.0		Mont-Blanc Massif	97
10531	15374	842.0	6.756886	45.93271	85903	Bouleau verruqueux 1	bouleau	2012-04-12	2012	4	Débourrement	10.0		Mont-Blanc Massif	103
10531	15375	842.0	6.756886	45.93271	85903	Bouleau verruqueux 1	bouleau	2012-05-03	2012	5	Feuillaison	10.0		Mont-Blanc Massif	124
10532	15376	843.0	6.757031	45.9329	85903	Bouleau verruqueux 2	bouleau	2010-09-08	2010	9	Changement de couleur	10.0		Mont-Blanc Massif	251
10532	15377	843.0	6.757031	45.9329	85903	Bouleau verruqueux 2	bouleau	2010-10-03	2010	10	Changement de couleur	50.0		Mont-Blanc Massif	276
10532	15380	843.0	6.757031	45.9329	85903	Bouleau verruqueux 2	bouleau	2011-03-26	2011	3	Débourrement	10.0		Mont-Blanc Massif	85
10532	15381	843.0	6.757031	45.9329	85903	Bouleau verruqueux 2	bouleau	2011-04-06	2011	4	Floraison	10.0		Mont-Blanc Massif	96
10532	15382	843.0	6.757031	45.9329	85903	Bouleau verruqueux 2	bouleau	2011-04-16	2011	4	Feuillaison	10.0		Mont-Blanc Massif	106
10532	15383	843.0	6.757031	45.9329	85903	Bouleau verruqueux 2	bouleau	2011-10-15	2011	10	Changement de couleur	10.0		Mont-Blanc Massif	288
10532	15384	843.0	6.757031	45.9329	85903	Bouleau verruqueux 2	bouleau	2011-10-21	2011	10	Changement de couleur	50.0		Mont-Blanc Massif	294
10532	15387	843.0	6.757031	45.9329	85903	Bouleau verruqueux 2	bouleau	2012-04-06	2012	4	Floraison	10.0		Mont-Blanc Massif	97
10532	15388	843.0	6.757031	45.9329	85903	Bouleau verruqueux 2	bouleau	2012-04-10	2012	4	Débourrement	10.0		Mont-Blanc Massif	101
10532	15389	843.0	6.757031	45.9329	85903	Bouleau verruqueux 2	bouleau	2012-05-01	2012	5	Feuillaison	10.0		Mont-Blanc Massif	122
10533	15390	845.0	6.75694	45.93308	85903	Bouleau verruqueux 3	bouleau	2010-10-03	2010	10	Changement de couleur	10.0		Mont-Blanc Massif	276
10533	15391	845.0	6.75694	45.93308	85903	Bouleau verruqueux 3	bouleau	2010-10-20	2010	10	Changement de couleur	50.0		Mont-Blanc Massif	293
10533	15394	845.0	6.75694	45.93308	85903	Bouleau verruqueux 3	bouleau	2011-03-26	2011	3	Débourrement	10.0		Mont-Blanc Massif	85
10533	15395	845.0	6.75694	45.93308	85903	Bouleau verruqueux 3	bouleau	2011-04-06	2011	4	Floraison	10.0		Mont-Blanc Massif	96
10533	15396	845.0	6.75694	45.93308	85903	Bouleau verruqueux 3	bouleau	2011-04-11	2011	4	Feuillaison	10.0		Mont-Blanc Massif	101
10533	15397	845.0	6.75694	45.93308	85903	Bouleau verruqueux 3	bouleau	2011-10-21	2011	10	Changement de couleur	10.0		Mont-Blanc Massif	294
10533	15398	845.0	6.75694	45.93308	85903	Bouleau verruqueux 3	bouleau	2011-10-29	2011	10	Changement de couleur	50.0		Mont-Blanc Massif	302
10533	15401	845.0	6.75694	45.93308	85903	Bouleau verruqueux 3	bouleau	2012-04-03	2012	4	Débourrement	10.0		Mont-Blanc Massif	94
10533	15402	845.0	6.75694	45.93308	85903	Bouleau verruqueux 3	bouleau	2012-04-04	2012	4	Floraison	10.0		Mont-Blanc Massif	95
10533	15403	845.0	6.75694	45.93308	85903	Bouleau verruqueux 3	bouleau	2012-05-01	2012	5	Feuillaison	10.0		Mont-Blanc Massif	122
10534	15404	843.0	6.756387	45.93293	125391	Lilas 1		2011-03-12	2011	3	Débourrement	10.0		Mont-Blanc Massif	71
10534	15405	843.0	6.756387	45.93293	125391	Lilas 1		2011-04-07	2011	4	Feuillaison	10.0		Mont-Blanc Massif	97
10534	15406	843.0	6.756387	45.93293	125391	Lilas 1		2011-04-18	2011	4	Floraison	10.0		Mont-Blanc Massif	108
10534	15407	843.0	6.756387	45.93293	125391	Lilas 1		2012-03-27	2012	3	Débourrement	10.0		Mont-Blanc Massif	87
10534	15408	843.0	6.756387	45.93293	125391	Lilas 1		2012-04-03	2012	4	Feuillaison	10.0		Mont-Blanc Massif	94
10534	15409	843.0	6.756387	45.93293	125391	Lilas 1		2012-05-05	2012	5	Floraison	10.0		Mont-Blanc Massif	126
10535	15410	837.0	6.756554	45.93225	125391	Lilas 2		2011-03-14	2011	3	Débourrement	10.0		Mont-Blanc Massif	73
10535	15411	837.0	6.756554	45.93225	125391	Lilas 2		2011-04-07	2011	4	Feuillaison	10.0		Mont-Blanc Massif	97
10535	15412	837.0	6.756554	45.93225	125391	Lilas 2		2011-04-18	2011	4	Floraison	10.0		Mont-Blanc Massif	108
10535	15413	837.0	6.756554	45.93225	125391	Lilas 2		2012-03-25	2012	3	Débourrement	10.0		Mont-Blanc Massif	85
10535	15414	837.0	6.756554	45.93225	125391	Lilas 2		2012-04-03	2012	4	Feuillaison	10.0		Mont-Blanc Massif	94
10535	15415	837.0	6.756554	45.93225	125391	Lilas 2		2012-05-01	2012	5	Floraison	10.0		Mont-Blanc Massif	122
10536	15416	832.0	6.756817	45.9321	125391	Lilas 3		2011-03-14	2011	3	Débourrement	10.0		Mont-Blanc Massif	73
10536	15417	832.0	6.756817	45.9321	125391	Lilas 3		2011-04-07	2011	4	Feuillaison	10.0		Mont-Blanc Massif	97
10536	15418	832.0	6.756817	45.9321	125391	Lilas 3		2011-04-27	2011	4	Floraison	10.0		Mont-Blanc Massif	117
10536	15419	832.0	6.756817	45.9321	125391	Lilas 3		2012-03-23	2012	3	Débourrement	10.0		Mont-Blanc Massif	83
10536	15420	832.0	6.756817	45.9321	125391	Lilas 3		2012-04-01	2012	4	Feuillaison	10.0		Mont-Blanc Massif	92
10536	15421	832.0	6.756817	45.9321	125391	Lilas 3		2012-04-29	2012	4	Floraison	10.0		Mont-Blanc Massif	120
10537	15422	844.0	6.756782	45.93294	92606	Noisetier 1	noisetier	2012-03-03	2012	3	Floraison	10.0		Mont-Blanc Massif	63
10537	15423	844.0	6.756782	45.93294	92606	Noisetier 1	noisetier	2011-02-08	2011	2	Floraison	10.0		Mont-Blanc Massif	39
10537	15424	844.0	6.756782	45.93294	92606	Noisetier 1	noisetier	2011-03-21	2011	3	Débourrement	10.0		Mont-Blanc Massif	80
10537	15425	844.0	6.756782	45.93294	92606	Noisetier 1	noisetier	2011-04-11	2011	4	Feuillaison	10.0		Mont-Blanc Massif	101
10537	15426	844.0	6.756782	45.93294	92606	Noisetier 1	noisetier	2012-03-25	2012	3	Débourrement	10.0		Mont-Blanc Massif	85
10537	15427	844.0	6.756782	45.93294	92606	Noisetier 1	noisetier	2012-04-06	2012	4	Feuillaison	10.0		Mont-Blanc Massif	97
10538	15428	844.0	6.756983	45.933	92606	Noisetier 2	noisetier	2012-02-29	2012	2	Floraison	10.0		Mont-Blanc Massif	60
10538	15429	844.0	6.756983	45.933	92606	Noisetier 2	noisetier	2011-02-08	2011	2	Floraison	10.0		Mont-Blanc Massif	39
10538	15430	844.0	6.756983	45.933	92606	Noisetier 2	noisetier	2011-03-21	2011	3	Débourrement	10.0		Mont-Blanc Massif	80
10538	15431	844.0	6.756983	45.933	92606	Noisetier 2	noisetier	2011-04-17	2011	4	Feuillaison	10.0		Mont-Blanc Massif	107
10538	15432	844.0	6.756983	45.933	92606	Noisetier 2	noisetier	2012-03-30	2012	3	Débourrement	10.0		Mont-Blanc Massif	90
10538	15433	844.0	6.756983	45.933	92606	Noisetier 2	noisetier	2012-04-03	2012	4	Feuillaison	10.0		Mont-Blanc Massif	94
10539	15434	843.0	6.756296	45.93288	92606	Noisetier 3	noisetier	2011-02-08	2011	2	Floraison	10.0		Mont-Blanc Massif	39
10539	15435	843.0	6.756296	45.93288	92606	Noisetier 3	noisetier	2011-03-21	2011	3	Débourrement	10.0		Mont-Blanc Massif	80
10539	15436	843.0	6.756296	45.93288	92606	Noisetier 3	noisetier	2011-04-17	2011	4	Feuillaison	10.0		Mont-Blanc Massif	107
10539	15437	843.0	6.756296	45.93288	92606	Noisetier 3	noisetier	2012-03-28	2012	3	Débourrement	10.0		Mont-Blanc Massif	88
10539	15438	843.0	6.756296	45.93288	92606	Noisetier 3	noisetier	2012-03-05	2012	3	Floraison	10.0		Mont-Blanc Massif	65
10539	15439	843.0	6.756296	45.93288	92606	Noisetier 3	noisetier	2012-04-03	2012	4	Feuillaison	10.0		Mont-Blanc Massif	94
10911	18702	820.0	6.765527	45.93273	85903	Bouleau verruqueux 1	bouleau	2005-11-15	2005	11	Changement de couleur	50.0		Mont-Blanc Massif	319
10911	18704	820.0	6.765527	45.93273	85903	Bouleau verruqueux 1	bouleau	2006-04-22	2006	4	Débourrement	10.0		Mont-Blanc Massif	112
10911	18705	820.0	6.765527	45.93273	85903	Bouleau verruqueux 1	bouleau	2006-09-15	2006	9	Changement de couleur	10.0		Mont-Blanc Massif	258
10911	18706	820.0	6.765527	45.93273	85903	Bouleau verruqueux 1	bouleau	2006-10-31	2006	10	Changement de couleur	50.0		Mont-Blanc Massif	304
10911	18708	820.0	6.765527	45.93273	85903	Bouleau verruqueux 1	bouleau	2007-04-17	2007	4	Floraison	10.0		Mont-Blanc Massif	107
10911	18709	820.0	6.765527	45.93273	85903	Bouleau verruqueux 1	bouleau	2007-04-24	2007	4	Feuillaison	10.0		Mont-Blanc Massif	114
10911	18710	820.0	6.765527	45.93273	85903	Bouleau verruqueux 1	bouleau	2007-09-13	2007	9	Changement de couleur	10.0		Mont-Blanc Massif	256
10911	18711	820.0	6.765527	45.93273	85903	Bouleau verruqueux 1	bouleau	2007-10-11	2007	10	Changement de couleur	50.0		Mont-Blanc Massif	284
10911	18713	820.0	6.765527	45.93273	85903	Bouleau verruqueux 1	bouleau	2008-04-11	2008	4	Débourrement	10.0		Mont-Blanc Massif	102
